accuracy	precision_macro	recall_macro	f1_macro	f1_weighted	roc_auc	seed	experiment	feature_set	domain
0.9601063829787234	0.9630541871921182	0.9601063829787234	0.9600427910535525	0.9600427910535526	0.9876499547306472	36	binary_domain	reading_time	arxiv_papers
0.9601063829787234	0.9630541871921182	0.9601063829787234	0.9600427910535525	0.9600427910535526	0.9840708465368946	37	binary_domain	reading_time	arxiv_papers
0.973404255319149	0.9747474747474747	0.9734042553191489	0.97338542993856	0.9733854299385599	0.9879328881846989	38	binary_domain	reading_time	arxiv_papers
0.9547872340425532	0.9577009595945214	0.9547872340425532	0.9547151631940263	0.9547151631940263	0.9933793571751923	39	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9670243874740936	0.9654255319148937	0.9653959151888429	0.9653959151888428	0.979671231326392	40	binary_domain	reading_time	arxiv_papers
0.949468085106383	0.9541062801932367	0.949468085106383	0.9493387228309045	0.9493387228309046	0.9760779764599367	41	binary_domain	reading_time	arxiv_papers
0.9680851063829787	0.97	0.9680851063829787	0.9680525659907103	0.9680525659907103	0.9823449524671797	42	binary_domain	reading_time	arxiv_papers
0.9601063829787234	0.9630541871921182	0.9601063829787234	0.9600427910535525	0.9600427910535526	0.9792043911272069	43	binary_domain	reading_time	arxiv_papers
0.9787234042553191	0.9792115101393453	0.9787234042553191	0.9787179850007075	0.9787179850007075	0.9887392485287461	44	binary_domain	reading_time	arxiv_papers
0.9680851063829787	0.9694132334581773	0.9680851063829787	0.9680625159262719	0.968062515926272	0.9801663648709824	45	binary_domain	reading_time	arxiv_papers
0.973404255319149	0.9747474747474747	0.9734042553191489	0.97338542993856	0.9733854299385599	0.9875933680398371	46	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9670243874740936	0.9654255319148937	0.9653959151888429	0.9653959151888428	0.9880460615663196	47	binary_domain	reading_time	arxiv_papers
0.9441489361702128	0.9487322413743818	0.9441489361702127	0.944005956813105	0.9440059568131051	0.9681416930737892	48	binary_domain	reading_time	arxiv_papers
0.9521276595744681	0.9563106796116505	0.9521276595744681	0.9520176956016221	0.9520176956016221	0.9800248981439565	49	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9670243874740936	0.9654255319148937	0.9653959151888429	0.9653959151888428	0.9922900633770937	50	binary_domain	reading_time	arxiv_papers
0.9574468085106383	0.9607843137254901	0.9574468085106382	0.9573696145124717	0.9573696145124716	0.9725837483023994	51	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9676616915422885	0.9654255319148937	0.9653841523437223	0.9653841523437223	0.98415572657311	52	binary_domain	reading_time	arxiv_papers
0.9574468085106383	0.9607843137254901	0.9574468085106382	0.9573696145124717	0.9573696145124716	0.9858108872793119	53	binary_domain	reading_time	arxiv_papers
0.9521276595744681	0.9563106796116505	0.9521276595744681	0.9520176956016221	0.9520176956016221	0.9879894748755093	54	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9670243874740936	0.9654255319148937	0.9653959151888429	0.9653959151888428	0.9810151652331371	55	binary_domain	reading_time	arxiv_papers
0.9627659574468085	0.9646590909090909	0.9627659574468085	0.9627279936558287	0.9627279936558287	0.9868435943866003	56	binary_domain	reading_time	arxiv_papers
0.949468085106383	0.9541062801932367	0.949468085106383	0.9493387228309045	0.9493387228309046	0.9680285196921684	57	binary_domain	reading_time	arxiv_papers
0.9707446808510638	0.9718259932507161	0.9707446808510638	0.9707279096924873	0.9707279096924875	0.9917949298325034	58	binary_domain	reading_time	arxiv_papers
0.9680851063829787	0.97	0.9680851063829787	0.9680525659907103	0.9680525659907103	0.9822034857401538	59	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9670243874740936	0.9654255319148937	0.9653959151888429	0.9653959151888428	0.9915968764146673	60	binary_domain	reading_time	arxiv_papers
0.9547872340425532	0.9585365853658536	0.9547872340425532	0.9546946210494234	0.9546946210494235	0.988031914893617	61	binary_domain	reading_time	arxiv_papers
0.9627659574468085	0.9653465346534653	0.9627659574468085	0.9627142654766965	0.9627142654766965	0.9938886373924852	62	binary_domain	reading_time	arxiv_papers
0.9601063829787234	0.9630541871921182	0.9601063829787234	0.9600427910535525	0.9600427910535526	0.9964067451335445	63	binary_domain	reading_time	arxiv_papers
0.9574468085106383	0.9599977239103221	0.9574468085106382	0.9573877319733674	0.9573877319733672	0.9831513128112268	64	binary_domain	reading_time	arxiv_papers
0.9574468085106383	0.9599977239103221	0.9574468085106382	0.9573877319733674	0.9573877319733672	0.9830805794477139	65	binary_domain	reading_time	arxiv_papers
0.9547872340425532	0.9577009595945214	0.9547872340425532	0.9547151631940263	0.9547151631940263	0.9826561792666364	66	binary_domain	reading_time	arxiv_papers
0.9707446808510638	0.9723618090452262	0.9707446808510638	0.9707196205444055	0.9707196205444055	0.9915544363965596	67	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9676616915422885	0.9654255319148937	0.9653841523437223	0.9653841523437223	0.9832786328655501	68	binary_domain	reading_time	arxiv_papers
0.9707446808510638	0.9723618090452262	0.9707446808510638	0.9707196205444055	0.9707196205444055	0.9879470348574015	69	binary_domain	reading_time	arxiv_papers
0.949468085106383	0.9531735843674226	0.949468085106383	0.9493645764670027	0.9493645764670027	0.9845376867360797	70	binary_domain	reading_time	arxiv_papers
