experiment	feature_set	domain	class	precision_mean	precision_std	recall_mean	recall_std	f1_mean	f1_std
multiclass_domain	readability	blog_authorship_corpus	gpt-4o-mini	0.44689420946957886	0.031728032629183556	0.35525005278557	0.06008717466050415	0.39275808568463383	0.039950224241226566
multiclass_domain	readability	blog_authorship_corpus	human	0.4542656227628244	0.020014192021641532	0.6287326938738576	0.038362469832901126	0.5266709678302653	0.0188748773518671
multiclass_domain	readability	cnn_news	gemma2_9b	0.7111687583116115	0.011669464185711081	0.7625994947982574	0.016045617721275454	0.7358850577655578	0.010771618563311217
multiclass_domain	readability	cnn_news	gpt-4o-mini	0.6663855164997315	0.017236676964196156	0.5034404190373154	0.01632528521006016	0.5734181363086013	0.014373189919997163
multiclass_domain	readability	cnn_news	human	0.6830132006267567	0.01167854767599823	0.8001047593288447	0.013501025327477744	0.7368406150259795	0.009248483234641959
multiclass_domain	readability	euro_court_cases	gemma2_9b	0.7191512299394841	0.018388418711321082	0.8890825688073395	0.02376304394013368	0.7949261239165168	0.01612741712983661
multiclass_domain	readability	euro_court_cases	gpt-4o-mini	0.8026784299988715	0.029752755889223048	0.5264678899082569	0.03187994224153957	0.635214432982846	0.02638030599968212
multiclass_domain	readability	euro_court_cases	human	0.8784913691576669	0.01858205416129205	0.971605504587156	0.011529258465087495	0.9225575653167588	0.01089586514613939
multiclass_domain	readability	house_of_commons	gemma2_9b	0.7014492387844318	0.015538407760621358	0.7847916666666667	0.024938995261972744	0.7405222494141738	0.014482975235787236
multiclass_domain	readability	house_of_commons	gpt-4o-mini	0.7042482591144703	0.022322008159232107	0.5526190476190476	0.027489224831703775	0.6188295238623764	0.020409635800086024
multiclass_domain	readability	house_of_commons	human	0.8366457369729865	0.017801034300904774	0.9160416666666668	0.014089048069695981	0.8743974647428557	0.011707990684493583
multiclass_domain	readability	student_essays	gemma2_9b	0.5991068977852748	0.011467039759831581	0.6308246225319396	0.017195290546804604	0.61441907947181	0.01105976856480665
multiclass_domain	readability	student_essays	gpt-4o-mini	0.5734337717328166	0.01313565831185585	0.5065853658536585	0.02116119499019399	0.5377294382221293	0.014940752411642484
multiclass_domain	readability	student_essays	human	0.7921882946478063	0.01094999809568766	0.842102206736353	0.01229748455401792	0.8163069886898963	0.008456646439419827
